username,email,full_name,time_to_submit_ms,label
normal1199,normal1199@spam.com,User 1199,2549,1
beta1200,beta1200@fraud.net,User 1200,1316,1
beta1201,beta1201@tempmail.com,User 1201,1404,1
bot1202,bot1202@yahoo.com,User 1202,2511,0
alpha1203,alpha1203@fake.org,User 1203,1544,1
normal1204,normal1204@fake.org,User 1204,1941,1
student1205,student1205@fraud.net,User 1205,274,1
normal1206,normal1206@tempmail.com,User 1206,373,1
student1207,student1207@fraud.net,User 1207,1686,1
normal1208,normal1208@example.com,User 1208,823,0
bot1209,bot1209@yahoo.com,User 1209,179,1
beta1210,beta1210@tempmail.com,User 1210,1194,1
alpha1211,alpha1211@example.com,User 1211,944,0
bot1212,bot1212@yahoo.com,User 1212,2838,0
beta1213,beta1213@gmail.com,User 1213,120,1
beta1214,beta1214@tempmail.com,User 1214,864,1
user1215,user1215@example.com,User 1215,222,1
alpha1216,alpha1216@fraud.net,User 1216,2410,1
bot1217,bot1217@spam.com,User 1217,2570,1
wissal1218,wissal1218@spam.com,User 1218,273,1
normal1219,normal1219@gmail.com,User 1219,2155,0
spammer1220,spammer1220@example.com,User 1220,2755,0
user1221,user1221@spam.com,User 1221,1093,1
student1222,student1222@tempmail.com,User 1222,766,1
normal1223,normal1223@hotmail.com,User 1223,2057,0
spammer1224,spammer1224@tempmail.com,User 1224,1043,1
wissal1225,wissal1225@fake.org,User 1225,1325,1
beta1226,beta1226@example.com,User 1226,2435,0
student1227,student1227@hotmail.com,User 1227,335,1
bot1228,bot1228@yahoo.com,User 1228,2825,0
normal1229,normal1229@gmail.com,User 1229,448,0
gamma1230,gamma1230@gmail.com,User 1230,1475,0
student1231,student1231@fake.org,User 1231,2491,1
user1232,user1232@gmail.com,User 1232,2446,0
normal1233,normal1233@fake.org,User 1233,496,1
student1234,student1234@fraud.net,User 1234,378,1
user1235,user1235@example.com,User 1235,1367,0
test1236,test1236@gmail.com,User 1236,426,0
bot1237,bot1237@example.com,User 1237,2389,0
alpha1238,alpha1238@yahoo.com,User 1238,1559,0
gamma1239,gamma1239@yahoo.com,User 1239,2453,0
student1240,student1240@hotmail.com,User 1240,1910,0
beta1241,beta1241@spam.com,User 1241,1033,1
normal1242,normal1242@outlook.com,User 1242,1830,0
bot1243,bot1243@yahoo.com,User 1243,2605,0
user1244,user1244@gmail.com,User 1244,2898,0
user1245,user1245@fraud.net,User 1245,349,1
test1246,test1246@hotmail.com,User 1246,2766,0
gamma1247,gamma1247@outlook.com,User 1247,2555,0
normal1248,normal1248@spam.com,User 1248,312,1
spammer1249,spammer1249@yahoo.com,User 1249,647,0
student1250,student1250@fake.org,User 1250,1049,1
spammer1251,spammer1251@gmail.com,User 1251,121,1
gamma1252,gamma1252@fake.org,User 1252,514,1
test1253,test1253@hotmail.com,User 1253,892,0
student1254,student1254@example.com,User 1254,2000,0
normal1255,normal1255@yahoo.com,User 1255,710,0
beta1256,beta1256@fraud.net,User 1256,734,1
normal1257,normal1257@yahoo.com,User 1257,2253,0
gamma1258,gamma1258@tempmail.com,User 1258,1310,1
normal1259,normal1259@gmail.com,User 1259,1346,0
spammer1260,spammer1260@yahoo.com,User 1260,238,1
normal1261,normal1261@hotmail.com,User 1261,595,0
wissal1262,wissal1262@outlook.com,User 1262,1081,0
normal1263,normal1263@yahoo.com,User 1263,522,0
gamma1264,gamma1264@hotmail.com,User 1264,1883,0
spammer1265,spammer1265@outlook.com,User 1265,1493,0
normal1266,normal1266@outlook.com,User 1266,1160,0
spammer1267,spammer1267@spam.com,User 1267,2083,1
bot1268,bot1268@outlook.com,User 1268,2177,0
test1269,test1269@example.com,User 1269,1455,0
bot1270,bot1270@spam.com,User 1270,1559,1
gamma1271,gamma1271@fraud.net,User 1271,1600,1
test1272,test1272@hotmail.com,User 1272,2753,0
bot1273,bot1273@gmail.com,User 1273,2209,0
spammer1274,spammer1274@gmail.com,User 1274,648,0
student1275,student1275@gmail.com,User 1275,1978,0
bot1276,bot1276@example.com,User 1276,592,0
wissal1277,wissal1277@outlook.com,User 1277,1266,0
gamma1278,gamma1278@hotmail.com,User 1278,2507,0
spammer1279,spammer1279@example.com,User 1279,534,0
spammer1280,spammer1280@example.com,User 1280,608,0
gamma1281,gamma1281@outlook.com,User 1281,2238,0
alpha1282,alpha1282@outlook.com,User 1282,940,0
wissal1283,wissal1283@gmail.com,User 1283,1195,0
spammer1284,spammer1284@tempmail.com,User 1284,1846,1
beta1285,beta1285@hotmail.com,User 1285,2851,0
alpha1286,alpha1286@yahoo.com,User 1286,1584,0
test1287,test1287@tempmail.com,User 1287,2503,1
normal1288,normal1288@spam.com,User 1288,2214,1
bot1289,bot1289@fraud.net,User 1289,2577,1
user1290,user1290@outlook.com,User 1290,1040,0
alpha1291,alpha1291@spam.com,User 1291,1729,1
student1292,student1292@gmail.com,User 1292,1367,0
bot1293,bot1293@spam.com,User 1293,1787,1
normal1294,normal1294@example.com,User 1294,552,0
gamma1295,gamma1295@fraud.net,User 1295,1415,1
alpha1296,alpha1296@outlook.com,User 1296,2442,0
beta1297,beta1297@hotmail.com,User 1297,242,1
spammer1298,spammer1298@yahoo.com,User 1298,2918,0
normal1299,normal1299@fake.org,User 1299,1341,1
beta1300,beta1300@fraud.net,User 1300,2188,1
user1301,user1301@yahoo.com,User 1301,2930,0
alpha1302,alpha1302@tempmail.com,User 1302,2095,1
user1303,user1303@tempmail.com,User 1303,2086,1
gamma1304,gamma1304@outlook.com,User 1304,1531,0
gamma1305,gamma1305@yahoo.com,User 1305,566,0
test1306,test1306@yahoo.com,User 1306,2594,0
normal1307,normal1307@fraud.net,User 1307,1963,1
wissal1308,wissal1308@outlook.com,User 1308,1014,0
student1309,student1309@outlook.com,User 1309,1512,0
wissal1310,wissal1310@hotmail.com,User 1310,1444,0
beta1311,beta1311@yahoo.com,User 1311,273,1
test1312,test1312@hotmail.com,User 1312,2425,0
beta1313,beta1313@example.com,User 1313,1482,0
beta1314,beta1314@tempmail.com,User 1314,863,1
bot1315,bot1315@yahoo.com,User 1315,1512,0
bot1316,bot1316@spam.com,User 1316,380,1
gamma1317,gamma1317@outlook.com,User 1317,2730,0
spammer1318,spammer1318@hotmail.com,User 1318,248,1
user1319,user1319@fake.org,User 1319,2767,1
normal1320,normal1320@gmail.com,User 1320,1496,0
test1321,test1321@hotmail.com,User 1321,985,0
user1322,user1322@spam.com,User 1322,2487,1
normal1323,normal1323@example.com,User 1323,1131,0
bot1324,bot1324@yahoo.com,User 1324,708,0
user1325,user1325@gmail.com,User 1325,1370,0
spammer1326,spammer1326@gmail.com,User 1326,1256,0
user1327,user1327@fake.org,User 1327,158,1
alpha1328,alpha1328@outlook.com,User 1328,1654,0
user1329,user1329@fraud.net,User 1329,2887,1
bot1330,bot1330@example.com,User 1330,1641,0
bot1331,bot1331@hotmail.com,User 1331,1083,0
beta1332,beta1332@hotmail.com,User 1332,243,1
student1333,student1333@fake.org,User 1333,526,1
beta1334,beta1334@yahoo.com,User 1334,2805,0
wissal1335,wissal1335@tempmail.com,User 1335,791,1
gamma1336,gamma1336@fraud.net,User 1336,1034,1
wissal1337,wissal1337@hotmail.com,User 1337,2414,0
user1338,user1338@outlook.com,User 1338,2199,0
alpha1339,alpha1339@hotmail.com,User 1339,2825,0
normal1340,normal1340@tempmail.com,User 1340,1882,1
bot1341,bot1341@tempmail.com,User 1341,129,1
user1342,user1342@example.com,User 1342,1169,0
test1343,test1343@spam.com,User 1343,615,1
beta1344,beta1344@fake.org,User 1344,2893,1
bot1345,bot1345@gmail.com,User 1345,362,1
user1346,user1346@outlook.com,User 1346,2586,0
bot1347,bot1347@hotmail.com,User 1347,1461,0
student1348,student1348@example.com,User 1348,349,1
student1349,student1349@gmail.com,User 1349,1479,0
normal1350,normal1350@hotmail.com,User 1350,2219,0
student1351,student1351@outlook.com,User 1351,1803,0
alpha1352,alpha1352@yahoo.com,User 1352,2776,0
test1353,test1353@yahoo.com,User 1353,1681,0
beta1354,beta1354@spam.com,User 1354,246,1
bot1355,bot1355@gmail.com,User 1355,2613,0
test1356,test1356@yahoo.com,User 1356,2580,0
user1357,user1357@hotmail.com,User 1357,1101,0
spammer1358,spammer1358@gmail.com,User 1358,2094,0
student1359,student1359@outlook.com,User 1359,736,0
bot1360,bot1360@hotmail.com,User 1360,979,0
spammer1361,spammer1361@outlook.com,User 1361,1235,0
spammer1362,spammer1362@spam.com,User 1362,1560,1
normal1363,normal1363@fraud.net,User 1363,1920,1
beta1364,beta1364@example.com,User 1364,1349,0
beta1365,beta1365@outlook.com,User 1365,487,0
wissal1366,wissal1366@fraud.net,User 1366,2092,1
gamma1367,gamma1367@yahoo.com,User 1367,2091,0
wissal1368,wissal1368@gmail.com,User 1368,2587,0
student1369,student1369@spam.com,User 1369,489,1
alpha1370,alpha1370@gmail.com,User 1370,799,0
wissal1371,wissal1371@example.com,User 1371,716,0
alpha1372,alpha1372@fraud.net,User 1372,2078,1
normal1373,normal1373@yahoo.com,User 1373,2429,0
spammer1374,spammer1374@spam.com,User 1374,220,1
bot1375,bot1375@yahoo.com,User 1375,1541,0
user1376,user1376@hotmail.com,User 1376,1400,0
alpha1377,alpha1377@yahoo.com,User 1377,2739,0
alpha1378,alpha1378@outlook.com,User 1378,1807,0
student1379,student1379@tempmail.com,User 1379,2945,1
alpha1380,alpha1380@example.com,User 1380,1449,0
wissal1381,wissal1381@fraud.net,User 1381,372,1
gamma1382,gamma1382@outlook.com,User 1382,1651,0
user1383,user1383@gmail.com,User 1383,571,0
wissal1384,wissal1384@example.com,User 1384,1619,0
alpha1385,alpha1385@yahoo.com,User 1385,835,0
beta1386,beta1386@fake.org,User 1386,1256,1
user1387,user1387@yahoo.com,User 1387,1820,0
user1388,user1388@spam.com,User 1388,529,1
bot1389,bot1389@hotmail.com,User 1389,1768,0
gamma1390,gamma1390@example.com,User 1390,1672,0
wissal1391,wissal1391@example.com,User 1391,1324,0
alpha1392,alpha1392@outlook.com,User 1392,1548,0
normal1393,normal1393@example.com,User 1393,1027,0
user1394,user1394@outlook.com,User 1394,819,0
alpha1395,alpha1395@tempmail.com,User 1395,1053,1
beta1396,beta1396@outlook.com,User 1396,557,0
student1397,student1397@tempmail.com,User 1397,1925,1
student1398,student1398@example.com,User 1398,1911,0
beta1399,beta1399@hotmail.com,User 1399,1889,0
user1400,user1400@fake.org,User 1400,1063,1
student1401,student1401@yahoo.com,User 1401,563,0
alpha1402,alpha1402@yahoo.com,User 1402,139,1
alpha1403,alpha1403@fake.org,User 1403,2590,1
gamma1404,gamma1404@outlook.com,User 1404,1979,0
bot1405,bot1405@yahoo.com,User 1405,1717,0
student1406,student1406@fraud.net,User 1406,1029,1
wissal1407,wissal1407@outlook.com,User 1407,655,0
bot1408,bot1408@yahoo.com,User 1408,413,0
user1409,user1409@example.com,User 1409,2407,0
test1410,test1410@spam.com,User 1410,2478,1
normal1411,normal1411@gmail.com,User 1411,1819,0
bot1412,bot1412@example.com,User 1412,887,0
test1413,test1413@gmail.com,User 1413,2544,0
spammer1414,spammer1414@hotmail.com,User 1414,2353,0
beta1415,beta1415@fake.org,User 1415,2360,1
beta1416,beta1416@gmail.com,User 1416,2372,0
bot1417,bot1417@outlook.com,User 1417,1986,0
gamma1418,gamma1418@tempmail.com,User 1418,1793,1
bot1419,bot1419@outlook.com,User 1419,2877,0
student1420,student1420@fake.org,User 1420,1564,1
user1421,user1421@fake.org,User 1421,279,1
gamma1422,gamma1422@gmail.com,User 1422,2332,0
student1423,student1423@outlook.com,User 1423,2955,0
alpha1424,alpha1424@outlook.com,User 1424,412,0
wissal1425,wissal1425@gmail.com,User 1425,1210,0
alpha1426,alpha1426@outlook.com,User 1426,1130,0
beta1427,beta1427@gmail.com,User 1427,1705,0
beta1428,beta1428@yahoo.com,User 1428,225,1
user1429,user1429@hotmail.com,User 1429,2263,0
bot1430,bot1430@tempmail.com,User 1430,2318,1
beta1431,beta1431@outlook.com,User 1431,311,1
bot1432,bot1432@tempmail.com,User 1432,1886,1
bot1433,bot1433@spam.com,User 1433,2365,1
spammer1434,spammer1434@hotmail.com,User 1434,742,0
bot1435,bot1435@gmail.com,User 1435,2075,0
spammer1436,spammer1436@tempmail.com,User 1436,1483,1
student1437,student1437@fraud.net,User 1437,1011,1
user1438,user1438@hotmail.com,User 1438,1295,0
spammer1439,spammer1439@yahoo.com,User 1439,423,0
alpha1440,alpha1440@spam.com,User 1440,968,1
alpha1441,alpha1441@gmail.com,User 1441,249,1
test1442,test1442@gmail.com,User 1442,1502,0
student1443,student1443@gmail.com,User 1443,2172,0
test1444,test1444@yahoo.com,User 1444,1170,0
test1445,test1445@fraud.net,User 1445,2103,1
wissal1446,wissal1446@example.com,User 1446,2482,0
test1447,test1447@gmail.com,User 1447,2283,0
student1448,student1448@spam.com,User 1448,947,1
beta1449,beta1449@hotmail.com,User 1449,1076,0
student1450,student1450@hotmail.com,User 1450,1868,0
bot1451,bot1451@outlook.com,User 1451,611,0
test1452,test1452@gmail.com,User 1452,134,1
bot1453,bot1453@gmail.com,User 1453,581,0
alpha1454,alpha1454@hotmail.com,User 1454,842,0
normal1455,normal1455@example.com,User 1455,2483,0
spammer1456,spammer1456@outlook.com,User 1456,1176,0
test1457,test1457@outlook.com,User 1457,1259,0
normal1458,normal1458@hotmail.com,User 1458,1424,0
normal1459,normal1459@tempmail.com,User 1459,759,1
student1460,student1460@yahoo.com,User 1460,2352,0
user1461,user1461@outlook.com,User 1461,655,0
test1462,test1462@hotmail.com,User 1462,2908,0
beta1463,beta1463@hotmail.com,User 1463,417,0
beta1464,beta1464@yahoo.com,User 1464,850,0
user1465,user1465@spam.com,User 1465,510,1
spammer1466,spammer1466@fraud.net,User 1466,647,1
user1467,user1467@hotmail.com,User 1467,144,1
alpha1468,alpha1468@spam.com,User 1468,2513,1
gamma1469,gamma1469@gmail.com,User 1469,2199,0
test1470,test1470@outlook.com,User 1470,2715,0
gamma1471,gamma1471@hotmail.com,User 1471,436,0
bot1472,bot1472@tempmail.com,User 1472,1913,1
gamma1473,gamma1473@fake.org,User 1473,590,1
wissal1474,wissal1474@hotmail.com,User 1474,338,1
student1475,student1475@gmail.com,User 1475,2245,0
gamma1476,gamma1476@gmail.com,User 1476,1919,0
user1477,user1477@gmail.com,User 1477,1643,0
normal1478,normal1478@spam.com,User 1478,558,1
student1479,student1479@tempmail.com,User 1479,811,1
wissal1480,wissal1480@example.com,User 1480,2231,0
user1481,user1481@gmail.com,User 1481,667,0
spammer1482,spammer1482@fake.org,User 1482,429,1
wissal1483,wissal1483@yahoo.com,User 1483,1351,0
bot1484,bot1484@yahoo.com,User 1484,2291,0
normal1485,normal1485@gmail.com,User 1485,2581,0
bot1486,bot1486@hotmail.com,User 1486,2939,0
beta1487,beta1487@fake.org,User 1487,860,1
normal1488,normal1488@yahoo.com,User 1488,1511,0
user1489,user1489@yahoo.com,User 1489,857,0
alpha1490,alpha1490@spam.com,User 1490,2568,1
gamma1491,gamma1491@hotmail.com,User 1491,1043,0
test1492,test1492@tempmail.com,User 1492,810,1
test1493,test1493@outlook.com,User 1493,181,1
spammer1494,spammer1494@outlook.com,User 1494,2809,0
test1495,test1495@example.com,User 1495,1408,0
wissal1496,wissal1496@fake.org,User 1496,2383,1
user1497,user1497@outlook.com,User 1497,2604,0
spammer1498,spammer1498@fraud.net,User 1498,2812,1
gamma1499,gamma1499@yahoo.com,User 1499,2706,0
normal1500,normal1500@yahoo.com,User 1500,969,0
beta1501,beta1501@yahoo.com,User 1501,2501,0
user1502,user1502@example.com,User 1502,1949,0
bot1503,bot1503@spam.com,User 1503,1453,1
beta1504,beta1504@spam.com,User 1504,267,1
alpha1505,alpha1505@example.com,User 1505,2075,0
gamma1506,gamma1506@tempmail.com,User 1506,1852,1
beta1507,beta1507@outlook.com,User 1507,2458,0
student1508,student1508@yahoo.com,User 1508,2995,0
normal1509,normal1509@outlook.com,User 1509,950,0
beta1510,beta1510@hotmail.com,User 1510,324,1
bot1511,bot1511@gmail.com,User 1511,2428,0
user1512,user1512@gmail.com,User 1512,2238,0
wissal1513,wissal1513@hotmail.com,User 1513,801,0
wissal1514,wissal1514@fake.org,User 1514,1159,1
gamma1515,gamma1515@gmail.com,User 1515,1966,0
normal1516,normal1516@gmail.com,User 1516,567,0
user1517,user1517@fraud.net,User 1517,1385,1
test1518,test1518@outlook.com,User 1518,2345,0
test1519,test1519@yahoo.com,User 1519,1748,0
alpha1520,alpha1520@yahoo.com,User 1520,2687,0
bot1521,bot1521@gmail.com,User 1521,1103,0
student1522,student1522@spam.com,User 1522,1762,1
gamma1523,gamma1523@yahoo.com,User 1523,1244,0
normal1524,normal1524@gmail.com,User 1524,1183,0
normal1525,normal1525@gmail.com,User 1525,2151,0
spammer1526,spammer1526@example.com,User 1526,2236,0
test1527,test1527@spam.com,User 1527,2109,1
test1528,test1528@example.com,User 1528,1481,0
user1529,user1529@hotmail.com,User 1529,2223,0
normal1530,normal1530@yahoo.com,User 1530,2094,0
user1531,user1531@gmail.com,User 1531,985,0
wissal1532,wissal1532@outlook.com,User 1532,1503,0
alpha1533,alpha1533@example.com,User 1533,1927,0
user1534,user1534@spam.com,User 1534,944,1
spammer1535,spammer1535@fraud.net,User 1535,2694,1
alpha1536,alpha1536@outlook.com,User 1536,1170,0
gamma1537,gamma1537@fraud.net,User 1537,1993,1
bot1538,bot1538@gmail.com,User 1538,2018,0
gamma1539,gamma1539@gmail.com,User 1539,2374,0
spammer1540,spammer1540@tempmail.com,User 1540,258,1
test1541,test1541@outlook.com,User 1541,2631,0
normal1542,normal1542@hotmail.com,User 1542,2314,0
beta1543,beta1543@fake.org,User 1543,1453,1
test1544,test1544@fake.org,User 1544,2549,1
normal1545,normal1545@outlook.com,User 1545,2948,0
wissal1546,wissal1546@yahoo.com,User 1546,2131,0
normal1547,normal1547@example.com,User 1547,374,1
bot1548,bot1548@example.com,User 1548,1040,0
beta1549,beta1549@outlook.com,User 1549,426,0
normal1550,normal1550@outlook.com,User 1550,869,0
bot1551,bot1551@hotmail.com,User 1551,1392,0
normal1552,normal1552@gmail.com,User 1552,1566,0
user1553,user1553@yahoo.com,User 1553,1515,0
user1554,user1554@hotmail.com,User 1554,770,0
normal1555,normal1555@spam.com,User 1555,733,1
bot1556,bot1556@outlook.com,User 1556,334,1
alpha1557,alpha1557@example.com,User 1557,339,1
beta1558,beta1558@yahoo.com,User 1558,866,0
test1559,test1559@example.com,User 1559,454,0
alpha1560,alpha1560@example.com,User 1560,2741,0
bot1561,bot1561@hotmail.com,User 1561,2728,0
wissal1562,wissal1562@gmail.com,User 1562,1351,0
normal1563,normal1563@fake.org,User 1563,326,1
gamma1564,gamma1564@gmail.com,User 1564,2684,0
test1565,test1565@tempmail.com,User 1565,2389,1
gamma1566,gamma1566@hotmail.com,User 1566,574,0
student1567,student1567@fake.org,User 1567,1346,1
test1568,test1568@gmail.com,User 1568,587,0
bot1569,bot1569@yahoo.com,User 1569,1464,0
test1570,test1570@hotmail.com,User 1570,2250,0
student1571,student1571@outlook.com,User 1571,405,0
normal1572,normal1572@yahoo.com,User 1572,738,0
user1573,user1573@example.com,User 1573,2721,0
alpha1574,alpha1574@gmail.com,User 1574,980,0
wissal1575,wissal1575@yahoo.com,User 1575,385,1
bot1576,bot1576@gmail.com,User 1576,2042,0
user1577,user1577@hotmail.com,User 1577,599,0
gamma1578,gamma1578@outlook.com,User 1578,1298,0
normal1579,normal1579@fraud.net,User 1579,798,1
bot1580,bot1580@yahoo.com,User 1580,776,0
normal1581,normal1581@hotmail.com,User 1581,1860,0
gamma1582,gamma1582@hotmail.com,User 1582,1534,0
gamma1583,gamma1583@hotmail.com,User 1583,1674,0
gamma1584,gamma1584@outlook.com,User 1584,449,0
spammer1585,spammer1585@tempmail.com,User 1585,2410,1
test1586,test1586@fake.org,User 1586,2030,1
bot1587,bot1587@yahoo.com,User 1587,201,1
beta1588,beta1588@hotmail.com,User 1588,1798,0
alpha1589,alpha1589@example.com,User 1589,1993,0
bot1590,bot1590@outlook.com,User 1590,2836,0
normal1591,normal1591@example.com,User 1591,2635,0
gamma1592,gamma1592@yahoo.com,User 1592,1908,0
wissal1593,wissal1593@outlook.com,User 1593,866,0
wissal1594,wissal1594@gmail.com,User 1594,2396,0
student1595,student1595@example.com,User 1595,1833,0
alpha1596,alpha1596@yahoo.com,User 1596,205,1
spammer1597,spammer1597@example.com,User 1597,2953,0
bot1598,bot1598@example.com,User 1598,2702,0
wissal1599,wissal1599@spam.com,User 1599,2118,1
student1600,student1600@tempmail.com,User 1600,1161,1
user1601,user1601@hotmail.com,User 1601,1380,0
test1602,test1602@fake.org,User 1602,2626,1
spammer1603,spammer1603@spam.com,User 1603,567,1
student1604,student1604@gmail.com,User 1604,1132,0
test1605,test1605@example.com,User 1605,2358,0
alpha1606,alpha1606@gmail.com,User 1606,487,0
gamma1607,gamma1607@hotmail.com,User 1607,1368,0
alpha1608,alpha1608@outlook.com,User 1608,854,0
bot1609,bot1609@hotmail.com,User 1609,200,1
user1610,user1610@hotmail.com,User 1610,599,0
gamma1611,gamma1611@gmail.com,User 1611,612,0
gamma1612,gamma1612@tempmail.com,User 1612,1713,1
wissal1613,wissal1613@example.com,User 1613,172,1
alpha1614,alpha1614@yahoo.com,User 1614,2702,0
spammer1615,spammer1615@spam.com,User 1615,1558,1
wissal1616,wissal1616@gmail.com,User 1616,653,0
student1617,student1617@hotmail.com,User 1617,290,1
spammer1618,spammer1618@fraud.net,User 1618,1189,1
alpha1619,alpha1619@example.com,User 1619,1282,0
bot1620,bot1620@gmail.com,User 1620,2302,0
user1621,user1621@gmail.com,User 1621,2089,0
user1622,user1622@spam.com,User 1622,758,1
beta1623,beta1623@gmail.com,User 1623,396,1
alpha1624,alpha1624@fraud.net,User 1624,306,1
gamma1625,gamma1625@example.com,User 1625,1424,0
test1626,test1626@gmail.com,User 1626,2586,0
test1627,test1627@tempmail.com,User 1627,1691,1
test1628,test1628@tempmail.com,User 1628,2861,1
spammer1629,spammer1629@yahoo.com,User 1629,516,0
bot1630,bot1630@yahoo.com,User 1630,2826,0
alpha1631,alpha1631@gmail.com,User 1631,298,1
student1632,student1632@tempmail.com,User 1632,814,1
spammer1633,spammer1633@tempmail.com,User 1633,1496,1
gamma1634,gamma1634@hotmail.com,User 1634,2992,0
gamma1635,gamma1635@hotmail.com,User 1635,1750,0
beta1636,beta1636@gmail.com,User 1636,2054,0
spammer1637,spammer1637@gmail.com,User 1637,1004,0
alpha1638,alpha1638@fake.org,User 1638,2725,1
wissal1639,wissal1639@spam.com,User 1639,1539,1
test1640,test1640@outlook.com,User 1640,2697,0
gamma1641,gamma1641@fraud.net,User 1641,2214,1
normal1642,normal1642@gmail.com,User 1642,2496,0
alpha1643,alpha1643@example.com,User 1643,2733,0
bot1644,bot1644@outlook.com,User 1644,2784,0
wissal1645,wissal1645@example.com,User 1645,1951,0
spammer1646,spammer1646@gmail.com,User 1646,1668,0
alpha1647,alpha1647@gmail.com,User 1647,1766,0
spammer1648,spammer1648@hotmail.com,User 1648,864,0
beta1649,beta1649@outlook.com,User 1649,2562,0
user1650,user1650@outlook.com,User 1650,2415,0
student1651,student1651@gmail.com,User 1651,507,0
spammer1652,spammer1652@outlook.com,User 1652,2655,0
gamma1653,gamma1653@example.com,User 1653,2784,0
beta1654,beta1654@tempmail.com,User 1654,839,1
gamma1655,gamma1655@tempmail.com,User 1655,834,1
beta1656,beta1656@fraud.net,User 1656,1032,1
user1657,user1657@hotmail.com,User 1657,256,1
bot1658,bot1658@tempmail.com,User 1658,2875,1
student1659,student1659@gmail.com,User 1659,181,1
spammer1660,spammer1660@yahoo.com,User 1660,2113,0
test1661,test1661@hotmail.com,User 1661,1879,0
wissal1662,wissal1662@yahoo.com,User 1662,1409,0
student1663,student1663@spam.com,User 1663,2268,1
wissal1664,wissal1664@gmail.com,User 1664,2461,0
alpha1665,alpha1665@example.com,User 1665,695,0
bot1666,bot1666@gmail.com,User 1666,896,0
normal1667,normal1667@fraud.net,User 1667,1712,1
bot1668,bot1668@fake.org,User 1668,495,1
wissal1669,wissal1669@fake.org,User 1669,393,1
student1670,student1670@spam.com,User 1670,2179,1
test1671,test1671@outlook.com,User 1671,1459,0
alpha1672,alpha1672@fraud.net,User 1672,414,1
spammer1673,spammer1673@fake.org,User 1673,1134,1
student1674,student1674@outlook.com,User 1674,2950,0
user1675,user1675@example.com,User 1675,973,0
student1676,student1676@yahoo.com,User 1676,2111,0
test1677,test1677@hotmail.com,User 1677,757,0
normal1678,normal1678@gmail.com,User 1678,1818,0
wissal1679,wissal1679@hotmail.com,User 1679,614,0
spammer1680,spammer1680@yahoo.com,User 1680,2552,0
gamma1681,gamma1681@yahoo.com,User 1681,1966,0
wissal1682,wissal1682@outlook.com,User 1682,1746,0
spammer1683,spammer1683@outlook.com,User 1683,1715,0
alpha1684,alpha1684@yahoo.com,User 1684,408,0
student1685,student1685@outlook.com,User 1685,359,1
bot1686,bot1686@fraud.net,User 1686,2346,1
alpha1687,alpha1687@gmail.com,User 1687,542,0
normal1688,normal1688@hotmail.com,User 1688,1789,0
beta1689,beta1689@outlook.com,User 1689,2673,0
bot1690,bot1690@hotmail.com,User 1690,2024,0
gamma1691,gamma1691@gmail.com,User 1691,808,0
normal1692,normal1692@tempmail.com,User 1692,483,1
test1693,test1693@tempmail.com,User 1693,2819,1
beta1694,beta1694@outlook.com,User 1694,500,0
bot1695,bot1695@hotmail.com,User 1695,551,0
test1696,test1696@example.com,User 1696,2016,0
spammer1697,spammer1697@outlook.com,User 1697,2610,0
test1698,test1698@fake.org,User 1698,2022,1
test1699,test1699@fraud.net,User 1699,2848,1
bot1700,bot1700@example.com,User 1700,313,1
gamma1701,gamma1701@outlook.com,User 1701,1918,0
wissal1702,wissal1702@gmail.com,User 1702,3000,0
beta1703,beta1703@hotmail.com,User 1703,1609,0
gamma1704,gamma1704@gmail.com,User 1704,1894,0
normal1705,normal1705@outlook.com,User 1705,2564,0
alpha1706,alpha1706@hotmail.com,User 1706,718,0
test1707,test1707@gmail.com,User 1707,985,0
alpha1708,alpha1708@hotmail.com,User 1708,1847,0
student1709,student1709@gmail.com,User 1709,2281,0
alpha1710,alpha1710@hotmail.com,User 1710,2637,0
wissal1711,wissal1711@fraud.net,User 1711,2273,1
wissal1712,wissal1712@tempmail.com,User 1712,2126,1
student1713,student1713@fake.org,User 1713,1034,1
student1714,student1714@fraud.net,User 1714,567,1
test1715,test1715@example.com,User 1715,1065,0
gamma1716,gamma1716@yahoo.com,User 1716,2878,0
user1717,user1717@tempmail.com,User 1717,1344,1
gamma1718,gamma1718@example.com,User 1718,2222,0
wissal1719,wissal1719@gmail.com,User 1719,348,1
spammer1720,spammer1720@fake.org,User 1720,138,1
beta1721,beta1721@fake.org,User 1721,2905,1
bot1722,bot1722@fraud.net,User 1722,2107,1
wissal1723,wissal1723@outlook.com,User 1723,2355,0
test1724,test1724@hotmail.com,User 1724,1616,0
normal1725,normal1725@tempmail.com,User 1725,2433,1
student1726,student1726@yahoo.com,User 1726,1572,0
beta1727,beta1727@yahoo.com,User 1727,801,0
student1728,student1728@yahoo.com,User 1728,677,0
wissal1729,wissal1729@outlook.com,User 1729,2417,0
beta1730,beta1730@outlook.com,User 1730,942,0
user1731,user1731@outlook.com,User 1731,1784,0
gamma1732,gamma1732@outlook.com,User 1732,2386,0
alpha1733,alpha1733@yahoo.com,User 1733,2072,0
student1734,student1734@gmail.com,User 1734,1469,0
gamma1735,gamma1735@fake.org,User 1735,1671,1
normal1736,normal1736@spam.com,User 1736,2416,1
user1737,user1737@outlook.com,User 1737,2341,0
spammer1738,spammer1738@fraud.net,User 1738,951,1
wissal1739,wissal1739@tempmail.com,User 1739,572,1
